lng,lat,value,name
-100.499177,32.303601,80,SWTWN4_WND45
-95.39812,29.703834,70,TC_PUN1
-97.407381,32.399635,70,TEN_CT1_STG
-94.620088,32.018188,80,TGCCS_ALL
-95.899124,29.263829,80,TGF_TGFGT
-97.542153,27.125187,90,TGW_T1_T2
-95.533039,29.942229,70,THW_THWGT5X
-100.659161,32.440943,80,TKWSW_CHAMP
-100.67276,32.494611,80,TKWSW_ROSCOE
-96.695439,31.092056,70,TNP_TNP_O_1
-95.566827,33.724396,80,TNSKA_CCU
-100.220527,32.439597,80,TRENT_TRENT
-98.752121,33.395958,80,TRINITY_ALL
-96.101578,32.125833,70,TRSES_UNIT6
-100.256468,32.213737,80,TTWEC_G1
-94.943134,29.3787,70,TXCTY_CTA
-97.386761,33.722847,80,TYLRWIND_RN
-94.947715,29.37874,70,UCC_COG_PUN1
-99.386387,33.63333,80,VERTIGO_UN1
-97.009991,28.787301,80,VIC_VICTORG5
-96.833846,28.570746,100,VISTRON_PUN1
-96.318088,33.563556,80,VLSES_UNIT3
-100.992187,33.745055,80,WAKEWE_ALL
-95.635131,29.478021,70,WAP_WAP_G8
-97.909898,33.059622,80,WCPP_CT1
-97.507208,30.235327,80,WEBBER_WS_T1
-101.132693,33.95036,80,WEC_WECG1
-98.592503,33.863559,80,WFCOGEN_13
-97.731919,32.333825,80,WHCCS_CT1_ST
-97.427082,33.719111,80,WHTTAIL_WR1
-96.987361,30.038281,80,WIPOPA_1_2
-98.338379,30.556077,70,WIR_WIRTZ_G1
-97.371158,31.866411,70,WND_WHITNEY
-98.522287,33.540457,80,WNDTS2_UNIT1
-102.237844,31.237908,70,WOO_WOODWRD2
